ID,Family,Normative Text,Primary verification method,Lifecycle status,Introduced in,Changed in,Parent ID,Refines,Supersedes,Superseded by,Semantic delta,Default applicability,Edition,Build ID,Canonical source
AERA-DA-034,DA,"Any update that can change autonomous behavior - including model, prompt, policy, memory, data, tool, dependency, or threshold changes - SHALL be versioned, provenance-bound, tested, approved at the applicable consequence level, observable after release, and reversible.",Configuration baseline; test and approval record; staged-release and rollback evidence.,PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DA-035,DA,"Verification and validation SHALL exercise every applicable threat in DAT-01 through DAT-25 under nominal, boundary, adversarial, degraded, partitioned, common-mode, and recovery conditions proportional to consequence; untested threats SHALL remain open assurance claims.","I, A, T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DA-036,DA,"The organization SHALL maintain an inventory of cryptographic uses supporting delegation, identity, evidence, authorization, audit, communications, and recovery; assess confidentiality and signature exposure periods; plan crypto-agile migration; select applicable standardized algorithms and parameters; track authoritative errata; and verify implementation, protocol, interoperability, performance, and validation status before claiming post-quantum protection.",Cryptographic inventory; migration plan; algorithm and protocol test evidence; errata review; validation records.,PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-001,DAF,"Before material effect, the DAF SHALL evaluate exact proposal, actor/integrity, authority, intent, target/context, consequence, evidence/provenance, cyber state, time, dependencies, approvals, and recovery.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-002,DAF,"A permit SHALL be integrity-bound to actor, action, target, parameters, context, evidence, authority, intent, policy, consequence, and validity, and invalidated by expiry or material bound-element change.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-003,DAF,A Decision Assurance Fabric implementation SHALL document and test a one-to-one mapping from any external disposition label to the canonical AERA dispositions defined by AERA-DAF-110.,"I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,1.2 WD,,AERA-DAF-110,,,Replaced the legacy constrain vocabulary with a tested one-to-one mapping obligation to AERA-DAF-110.,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-004,DAF,"The proposer SHALL NOT be sole authority, evidence source, and enforcement for its material effect; consequence-appropriate separation SHALL be verified.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-005,DAF,"Each class SHALL define/test DAF loss, partition, degradation, and staleness behavior; assurance loss SHALL NOT create implicit or over-valid authorization.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-101,DAF,The DAF SHALL establish a globally unique decision-transaction identifier for each proposed material effect before assurance evaluation begins.,"I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-102,DAF,"The DAF SHALL canonicalize the actor, action, parameters, target, purpose, context, and execution window before assurance evaluation.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-103,DAF,"The DAF SHALL bind each evaluation and authorization artifact to the canonical proposal, effective authority chain, intent version, evidence snapshot, policy and evaluator versions, consequence class, and validity limits.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-104,DAF,Any material change to a bound transaction input SHALL invalidate the prior permit or cause re-evaluation and issuance of a new disposition before any further effect.,"A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-105,DAF,The DAF SHALL represent each required assurance claim as an independently visible verdict and SHALL NOT conceal a NOT-SATISFIED or INDETERMINATE hard gate in an aggregate score.,"I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-106,DAF,"Each assurance-claim result SHALL identify the claim, verdict, acceptance criterion, supporting and contrary evidence, limitations, evaluator identity and version, assessment time, and validity interval.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-107,DAF,"The DAF SHALL distinguish SATISFIED, NOT-SATISFIED, and INDETERMINATE verdicts and SHALL NOT interpret NOT-SATISFIED or INDETERMINATE as SATISFIED.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-108,DAF,"For each decision type and consequence class, policy SHALL identify hard gates, compensable dimensions, prohibited trade-offs, approving authorities, and the conditions and validity limits for any permitted trade-off.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-109,DAF,"Each permitted trade-off among assurance dimensions SHALL identify the accepted degradation or loss, compensating controls and their evidence, applicable decision types and consequence classes, accountable approving authority, validity, and reassessment triggers.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-110,DAF,"The DAF SHALL support the dispositions PERMIT, PERMIT-WITH-CONSTRAINTS, DEFER, ESCALATE, SIMULATE, QUARANTINE, and DENY with the semantics defined in Section 24; an implementation MAY use different external labels only when it documents a one-to-one semantic mapping.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-111,DAF,A PERMIT-WITH-CONSTRAINTS disposition SHALL bind and enforce the narrowed proposal; it SHALL NOT authorize the original unconstrained proposal.,"I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-112,DAF,"DEFER, ESCALATE, SIMULATE, QUARANTINE, and DENY SHALL NOT be accepted as authorization for an operational effect.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-113,DAF,"A permit SHALL state a bounded validity interval, bounded use count, or both.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-114,DAF,The DAF SHALL record all applicable non-permit reasons even when it returns one primary disposition.,"I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-115,DAF,"Unresolved policy conflict, ambiguous authority scope, or incomplete mandatory context SHALL NOT produce a permit.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-116,DAF,"State transitions SHALL be attributable, ordered, integrity-protected, and associated with stated time quality.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-117,DAF,"Re-evaluation after deferment, escalation, or simulation SHALL preserve the prior snapshot and create a new evaluation snapshot.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-DAF-118,DAF,"A decision transaction SHALL NOT enter verified closure until the enforcement receipt and required effect observations have been reconciled with the decision contract, or residual-risk closure has been explicitly approved.","I, T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-ENF-101,ENF,Each material effect SHALL be mediated by an enforcement point that is independently controllable from the proposer to the degree required by consequence.,"I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-ENF-102,ENF,"The enforcement point SHALL validate the authorization artifact, actor, target, canonical proposal digest, constraints, validity, use limit, and revocation state before execution.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-ENF-103,ENF,"The enforcement point SHALL reject proposal substitution, target substitution, actor substitution, replay, expired authorization, exhausted use, and use outside the named enforcement boundary.",T,PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-ENF-104,ENF,"Revocation after dispatch SHALL invoke the defined stop, containment, or recovery behavior and SHALL preserve evidence of any effect already initiated.","I, T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-ENF-105,ENF,"The enforcement path SHALL produce an integrity-protected receipt stating validation, accepted proposal, actual execution parameters, timing, result, and exceptions.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-ENF-106,ENF,Required effect observation SHALL be independent of the proposer for CC-3 and CC-4 decisions unless the assurance case documents why independence is infeasible and identifies compensating controls.,"I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-ENF-107,ENF,"The audit record SHALL reconstruct the causal chain from intent and delegation through proposal, evidence, vector, policy, disposition, enforcement, observed effect, override, exception, and recovery.","I, T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-001,EVID,"Decision evidence SHALL carry or resolve to source identity, provenance, observed/effective time, acquisition/transformation history, integrity, freshness, uncertainty/quality, relevant configuration/calibration, and restrictions.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-002,EVID,"High-consequence disposition SHALL use evidence or enforcement sufficiently independent of the proposer; independence SHALL address shared source, time, network, software, administration, and supply-chain dependencies.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-003,EVID,"Material contradictions SHALL be retained, surfaced to policy, and resolved or dispositioned; fusion SHALL NOT suppress contradiction to create unsupported confidence.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-004,EVID,Transformed evidence SHALL preserve source-level traceability and declare transformations that prevent independent re-evaluation.,"I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-011,EVID,"Data used to train, adapt, evaluate, or operate a consequence-material autonomous capability SHALL have documented provenance, quality, representativeness, limitations, permissible use, and change control.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-101,EVID,"Decision evidence SHALL identify the supported claim, source, provenance, transformations, integrity state, uncertainty, observation time, valid interval, and limitations.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-102,EVID,The DAF SHALL evaluate evidence freshness and time/PNT quality against the requirements of the specific decision contract.,"I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-103,EVID,"Evidence status SHALL distinguish source capability present, source monitored, evidence accepted, and evidence used in the computed assurance verdict.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-104,EVID,Required source independence SHALL be defined against the relevant common-mode and administrative-control failure model; source count alone SHALL NOT establish independence.,"I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-105,EVID,"Contradictory, withdrawn, corrected, stale, or compromised evidence SHALL trigger the policy-defined re-evaluation, constraint, deferment, escalation, quarantine, denial, or recovery behavior.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-106,EVID,"Each material decision class SHALL define stop conditions, degraded behavior, and a validated recovery envelope, and the DAF SHALL evaluate current recovery readiness before permit.","I, A, T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-EVID-112,EVID,"A decision-relevant state claim SHALL identify its typed state model and SHALL NOT treat ACCEPTED_BY_SERVICE, USED_IN_SOURCE_SOLUTION, USED_IN_AUTHORIZATION, and VALIDATED_EFFECTIVE as equivalent states.","I, A, T",PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOV-001,GOV,"Each autonomous decision class SHALL have a named human or governing body accountable for mission legitimacy, delegated authority, residual risk, suspension, and reassessment.","I, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOV-002,GOV,"Governance SHALL review performance, overrides, near misses, adverse effects, anomalies, deviations, recovery, and material authority/policy/threat/consequence/obligation changes at defined cadence and triggers.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOV-003,GOV,"Applicable privacy, civil-rights, equity, safety, transparency, recordkeeping, redress, and data-governance obligations SHALL be identified for each decision class and translated into enforceable intent, policy, evidence, and oversight requirements.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOV-004,GOV,"A consequence-material decision class affecting people SHALL define notice, contestability, human review, and redress mechanisms, or SHALL document the legal and mission basis for inapplicability.","I, A, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-001,GOVR,"Every normative change SHALL identify impact on definitions, requirements, interfaces, schemas, threats, crosswalks and conformance.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-002,GOVR,Sector profiles SHALL preserve or strengthen the AERA core control floor.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-003,GOVR,A conformance claim SHALL remain bound to the AERA edition assessed.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-004,GOVR,"External mappings SHALL be versioned, directional and reviewed on source or AERA revision.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-005,GOVR,"An urgent advisory SHALL identify scope, evidence, required action and expiration or incorporation path.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-006,GOVR,"The controlled publication process SHALL maintain a public, versioned change record that links each material comment or proposal to its disposition, rationale, affected artifacts, and effective edition.","I, A",PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-007,GOVR,"The publication process SHALL identify editor, contributor, reviewer, pilot, and assessor roles and SHALL disclose relevant competence, organizational affiliation, sponsorship, and conflicts of interest.",I,PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-008,GOVR,"A proposed normative revision SHALL receive a defined multistakeholder review period, preserve substantive dissent, and publish disposition before it is represented as a consensus release.","I, A",PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-009,GOVR,"Human-readable and machine-readable normative artifacts SHALL be generated from or reconciled to one authoritative controlled source, carry the same edition identifier, and pass semantic and integrity checks before release.","I, A, T",PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-010,GOVR,"A maturity, conformance, interoperability, or effectiveness claim SHALL state the assessed population, assessor independence, evidence period, known limitations, and whether multi-organization or inter-rater validation has been completed.","I, A",PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-011,GOVR,"Each public edition SHALL state its copyright, license, contribution terms, permitted uses, and intellectual-property process before external redistribution or standards submission.",I,PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-GOVR-012,GOVR,"A released artifact SHALL be immutable; any byte-changing replacement SHALL receive a new build identifier and manifest, and any normative change SHALL receive a new specification version.","I, T",PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-HUM-101,HUM,Every decision class SHALL designate an accountable human authority and the applicable human-control mode.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-HUM-102,HUM,CC-3 and CC-4 operation SHALL use positive oversight unless a governance-approved preauthorized envelope is validated for the decision tempo.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-HUM-103,HUM,"A human approval interface SHALL present decisive evidence, uncertainty, alternatives, expected effects and recovery options.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-HUM-104,HUM,"Emergency authority SHALL remain purpose-limited, time-bounded, attributable and unable to waive constraints outside the issuer authority.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-HUM-105,HUM,"For a CC-4 decision, the accountable authority SHALL approve the decision-class envelope and every material change; each operational transaction SHALL require transaction-specific concurrence unless a tested preauthorized envelope defines exact bounds, independent deterministic interlocks, continuous observation, revocation, and expiry.","I, A, T, D",PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-001,IF,"Decision-relevant interfaces SHALL identify object schema and version, producer identity, integrity state and temporal validity.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-002,IF,A material change to a bound object SHALL create a new version and trigger policy-defined reassessment.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-003,IF,"A consumer SHALL record whether an object was rejected, accepted, and used in the computed decision.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-004,IF,A decision trace SHALL preserve causal links across all proposal-to-effect objects.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-005,IF,"Interface replay SHALL be rejected outside the use, sequence and temporal semantics of the bound transaction.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-006,IF,Cross-domain disclosure constraints SHALL NOT remove the evidence necessary to validate authority and disposition.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-007,IF,Corrections and withdrawals SHALL supersede rather than erase decision evidence.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-008,IF,Authorization and enforcement objects SHALL use the same canonical action and target representation.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-009,IF,Interface failures SHALL invoke a defined non-permit or degraded behavior.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-IF-010,IF,"Interoperability tests SHALL include version mismatch, stale object, replay and material-substitution cases.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-INT-001,INT,"Intent authorizing an effect SHALL be versioned, attributable, integrity-protected, temporally valid, and machine-testable for objectives, constraints, success, prohibitions, and stops.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
